"id","name","description","avatar","url","isArchived","isBlogger","subscribers","er","malePercent","views","cpv","postPrice","categoryId","lastUpdateDateTime"
cl8poyhln0418i2e5gmt4zqu2,YO'L-YO'LAKAY,"Kun davomida eng sara va so'nggi yangiliklar tafsiloti bilan YO'L-YO'LAKAY tanishtirib boramiz.  Voqea va hodisaga guvoh bo‘ldingizmi, videolaringizni bizga yuboring: @yyuzbotReklama bo‘yicha: @zorzoradsBizning sahifalarimiz: myurls.co/yolyolakay.uz",//static8.tgstat.ru/channels/_0/fd/fd37278dbae23fbff0b8bc66ece9e183.jpg,https://t.me/YOL_YOLAKAY,true,true,262463,35,0,93027,0,3360.0,"",2022-11-12 19:23:58.182
cl8poyhn60496i2e54xcqr4rc,Qalampir.uz I расмий канал,"Qalampir.uz сайтининг расмий каналиБизда 24/7:📡 Оммабоп янгиликлар🔥 Расмий хабарлар📑 Таҳлилий мақолалар📌 Реклама: @qalampir_marketing, +998(99)868-33-20▫️| LIVE — @qalampirlive▫️| SPORT — @qalampirsport",//static8.tgstat.ru/channels/_0/9d/9d2a94578afaf9d49c96a8251a313683.jpg,https://t.me/qalampir,true,true,244858,36,0,88324,0,18666.67,"10",2022-11-12 19:23:58.182
cl8poyhoq0571i2e5rmplhck4,UZmir va Mira🎶 |Rasmiy️|,UZmir va Mira haqidagi eng tezkor Telegram kanaliga xush kelibsiz!📹 Kliplar📻 Seans🎧 Mp3lar💰 Minuslar📝 Textlar -  @UZmir_Mira_textREKLAMA: @Muzic_ReklamaBu kanal sizga aniq yoqadi!   (PM URGANNI ALLOH URSIN😊🖐),//static4.tgstat.ru/channels/_0/fa/fa0dcea24c74129e75dd5a63075046fa.jpg,https://t.me/UZMIR_VA_MIRA_3,true,true,231600,7,0,16641,0,0.0,"13",2022-11-12 19:23:58.182
cl8poyhp00585i2e5qhj221ux,PAZANDACHILIK 🧑‍🍳,👩🏻‍🍳 Assalomu alaykum  sarishta pazanda bekalar!👨🏻‍💻 Reklama uchun: @ReklamaMenedjer,//static9.tgstat.ru/channels/_0/c1/c1fd59a83f87f5f996b12f44493f451f.jpg,https://t.me/Pazandalik_Tortlar_Salatlar,true,true,230815,3,0,7252,0,0.0,"15",2022-11-12 19:23:58.182
cl8poyhpb0599i2e56vvn5heh,Kursinfo | Dollar - Rubl,💱 Kursinfouz – Доллар ва Рубль курслари бўйича Ўзбекистондаги ягона расмий канал!🏦 Банк ва бозордаги курсларни биз билан тезкор ва аниқ кузатиб боринг!👉 Реклама учун: @DollarAgenti,//static10.tgstat.ru/channels/_0/02/02b2b55c65c7f568d35f84cb12f1eb96.jpg,https://t.me/kursinfo_dollar_rubl,true,true,229215,7,69,16681,0,1720.0,"16",2022-11-12 19:23:58.182
cl8poyhpl0613i2e53uvhrwli,NAMANGAN MOSHINA BOZOR,🚙🚗 Наманган Машина бозори Сотинг ёки сотиб олинг📝Елон Бериш Учун @OnlayadminАренда ва вариантга мошина сўрамангКаналимиз просмотри(кýришлар сони) хақиқий.🔖 Тижорий хамкорлик учун: @Vodiy_Menejeri,//static3.tgstat.ru/channels/_0/f1/f1e8a59f8bc5af0fb49011b88892878b.jpg,https://t.me/Avtobozor_Namangan_Moshina_Bozor,true,true,226010,5,0,11247,0,448.0,"1",2022-11-12 19:23:58.182
cl8poyhpv0627i2e5cnx6xkjk,Foydali LINK,"Reklama uchun — @manfa_adAgarda xolis, hech bir manfaat koʻzlamasdan bizga link taqdim etish niyatingiz boʻlsa, yuborish uchun — t.me/AkUmidjon/2",//static3.tgstat.ru/channels/_0/e5/e5dfad4279e689e2104bd862e1a50857.jpg,https://t.me/foydali_link,true,true,225699,14,0,32208,0,3733.33,"16",2022-11-12 19:23:58.182
cl8poyhq30639i2e5u9g9cvn6,Тезкор хабарлар | Расмий канал,"✅ Тезкор хабарлар | Расмий Telegram каналга Хуш келибсиз!


⚡️Фақат тасдиқланган маълумотлар, энг сўнгги тезкор хабарлар ва долзарб янгиликлар!


Биз билан боғланиш — @tezkor_livebot

•

Реклама учун — @tezkor24admin

•

Гувохнома №0659322 дан 15.02.21

•",http://75.119.148.52/5853adfb6758a0d1192f368e5d3b57f7a5b3051a.jpg,https://t.me/tezkor24official,true,true,222512,41,73,92000,0,3212.0,"5",2022-11-12 19:23:58.182
cl8poyhqb0651i2e59ymvec1o,YANGI QUSHIQLAR🎧,"🎵хυѕн ĸelιвѕιz. 

eng ѕo'ngι хιт вιzda 🖤☺️

✵◾️вaѕѕ мusıc
✵◾️Trap мυѕιc
✵◾️reмιх мυѕιc
✵◾️clυв мυѕιc
✵◾️тυrĸιѕн мυѕιc
✵◾️rυѕѕιan мυѕιc 
✵◾моомван мusıc
✵◾️New мυѕιc",//static9.tgstat.ru/channels/_0/29/296fb127263b16f4d42feb3ffd57632b.jpg,https://t.me/yangi_musiqalar_xit_qoshiqlarim,true,true,221136,4,0,7890,0,0.0,"10",2022-11-12 19:23:58.182
cl8poyhqk0663i2e5rnvxb0vt,PRIKOL VIDEOLAR 🎥 😂,Internet olamidagi eng so'ngi prikollar 😂Bizda𝐩𝐫𝐢𝐤𝐨𝐥 𝐯𝐢𝐝𝐞𝐨𝐥𝐚𝐫 😂𝐩𝐫𝐢𝐤𝐨𝐥 𝐫𝐚𝐬𝐦𝐥𝐚𝐫 😂𝐩𝐫𝐢𝐤𝐨𝐥 𝐚𝐮𝐝𝐢𝐨𝐥𝐚𝐫😂𝐏𝐫𝐢𝐤𝐨𝐥 𝐥𝐚𝐭𝐢𝐟𝐚𝐥𝐚𝐫 😂𝐩𝐫𝐢𝐤𝐨𝐥 𝐟𝐚𝐤𝐭𝐥𝐚𝐫 😂Reklama  : @rek2uzXbet xarom(ishonmang),//static10.tgstat.ru/channels/_0/ee/ee9333325f96a353029b1d2d17f3348e.jpg,https://t.me/prikoll,true,true,218947,9,0,19790,0,1346.67,"3",2022-11-12 19:23:58.182
cl8poyhqs0675i2e5vrnljb0g,TORG CENTER | Rasmiy kanal,“TORG CENTER“ning rasmiy Telegram-kanali.Oʻzbekistonda va Jahonda boʻlayotgan eng dolzarb xabarlardan birinchilardan boʻlib boxabar boʻling.Reklama uchun: @spravkauzInstagram: https://rpst.uz/b8Y,//static10.tgstat.ru/channels/_0/ad/ada76b5ff982a962439e08c0e49acb0b.jpg,https://t.me/TCUZB,true,true,218819,50,64,110417,0,2986.67,"4",2022-11-12 19:23:58.182
cl8poyun922329i2e5t15kw7sz,Plastherm Official Kanal,Murojaat uchun:@Plastherm_DilshodAdmin:@Abdulaziz_Admin_official,//static1.tgstat.ru/channels/_0/f8/f80c55f784ced7736b70e93ecc81661b.jpg,https://t.me/plastherm_official,true,true,11105,5,0,584,0,133.33,"6",2022-11-12 19:23:58.182
cl8poyhr00687i2e54l2hud0i,Kun videolari 24,⭐️ Кун давомида каналимизда:🌐 Ўзбекистон ва Жахон янгиликлари📑 Фақат янги мавзулар⚡️ Тезкорлик✅ Аниқлик ҳамда расмий хабарлар📑 Реклама бўйича боғланиш:📞  @KunVideolariAdmin,//static2.tgstat.ru/channels/_0/be/be5e1e6f6c0dc0a6a4aea4c9b8ac0f4c.jpg,https://t.me/Kunvideolari24,true,true,218780,14,0,31160,0,2240.0,"4",2022-11-12 19:23:58.182
cl8poyhr90699i2e527mx9c6c,Futbol Uzreport | TEZKOR GOLLAR,✅ Futbol Muhlislari Uchun Ochilgan Kanalga Xush Kelibsiz!!!🗞 Yangiliklar  ⚽️ Onlayn Gollar✅ Natijalar 📊 Turnir Jadvallari 📉 Statistkalar 📸 Fotolar 🎥 Video RoliklarAdmin: @rek_fut,//static4.tgstat.ru/channels/_0/a3/a3437e7b00186e90f07e87a34e83c270.jpg,https://t.me/TEZKOR_GOLLAR_FUTBOL_TRANSFERLAR,true,true,214957,3,0,7150,0,0.0,"7",2022-11-12 19:23:58.182
cl8poyhrh0711i2e5gcmdxgn2,VKM Bot,Музыкальный канал | Musiqiy kanal✵◾️вaѕѕ мusıc✵◾️Trap мυѕιc✵◾️reмιх мυѕιc✵◾️clυв мυѕιc✵◾️тυrĸιѕн мυѕιc✵◾️rυѕѕιan мυѕιc ✵◾моомван мusıc✵◾️New мυѕιc.  ... . 💰Reklama uchun:👉  @Uzbek_Menejer..... . . .. . . . Bizdan uzoqlashmang❗,//static9.tgstat.ru/channels/_0/1d/1d10468d9ef4a37c09d20db358f390ae.jpg,https://t.me/BOT_VkM_VKMBOT_TURKCHA_MUSIC,true,true,214214,3,0,6884,0,0.0,"13",2022-11-12 19:23:58.182
cl8poyhrp0723i2e5nq0g0ymw,😂FAQAT_KULGI😂 Rasmiy,💥 Прикол расмий канал 💯📸 Прикол Расмлар 🌞🎥 Прикол Видеолар 🎬🎤 Прикол Аудиолар 🔊🎭 Прикол Латифалар😀👆Aslo zerikmaysiz✔️💰 Reklama @Creator_0009Reklamadan boshqa mavzuda yozmang spam olasiz🚫,//static3.tgstat.ru/channels/_0/47/47ce36ae45cee9b186cedf9d994e4b34.jpg,https://t.me/kulgi_kulgu_tiktok_instagram,true,true,212900,12,0,25205,0,0.0,"3",2022-11-12 19:23:58.182
cl8poyhrx0735i2e5l5ioiyp7,Rus tilini O'rganamiz,Aссалому алейкум сиз телеграмдаги энг сифатли Рус тили каналидасиз ишонингТаклифлар учун  @Rustili_admini 💵Реклама учун @Reklama_xizmati4343Реклама нархлари👇https://telegram.me/joinchat/U0zM8Fm-Fi_TeZMS,//static10.tgstat.ru/channels/_0/1b/1bf0da5487536df4ffaf5733e1ba7c5c.jpg,https://t.me/rustili_tilini_ruscha,true,true,211946,12,0,25828,0,2240.0,"17",2022-11-12 19:23:58.182
cl8poyhs60749i2e53myt38dw,Қашқадарё эълонлари,Реклама ва эълон бериш учун @Qashqadaryo_admin га ёзинг💰Телеграм тармоғидаги энг оммабоп  савдо канали “Қашқадарё эълонлар” га хуш келибсизҚашқадарёдаги бозор каналлари рўйхатидa энг кўп аъзога эга канал,//static8.tgstat.ru/channels/_0/f7/f70d6c4d780d3a3f5d4cbe3de70aa1a4.jpg,https://t.me/Qashqadaryo_Shahrisabz_Qarshilik,true,true,211870,9,70,18404,0,400.0,"6",2022-11-12 19:23:58.182
cl8poyhsf0763i2e58b0lxi2t,Sirdaryo Xabarlari,@Sirdaryo — Тезкор ва ишончли хабарлар ✓📡 Оммабоп янгиликлар🔥 Расмий хабарлар📌 Реклама: @SirdaryoReklama📩 Мурожаат учун: @SirdaryoBOT,//static9.tgstat.ru/channels/_0/bf/bfdf3e040e67936848aa232d2dfe3d03.jpg,https://t.me/Sirdaryo,true,true,210693,18,0,38173,0,1120.0,"10",2022-11-12 19:23:58.182
cl8poyhsn0775i2e5zfcm1aqy,UZBEK VIDEO CHANNEL,"🔊🎶Eng so'nggi xabarlar, videokliplar, prikollar bizning kanalda, do'stlaringiz bilan ulashing🔊🎶Taklif, murojaatlar va yangiliklar bo'lsa shu bot orqali yuboringlar 👉 @uzbvideos_bot",//static9.tgstat.ru/channels/_0/12/1255b7377e2e41a81cd9ac9e0aea9739.jpg,https://t.me/uzbekvideo,true,true,206826,49,0,102166,0,0.0,"3",2022-11-12 19:23:58.182
cl8poyhsv0787i2e5mjqr6k9b,🌱Uncha-Muncha,"Унча-Мунча - Кун ботгунча...

Видеоларни жўнатиш ва бошқа мавзулар бўйича:
@UM24BOT

Реклама бўйича:
@newline24

.",http://75.119.148.52/a28320ecad3ce5ad39bfbe6a60e98b0c107175b2.jpg,https://t.me/unchamuncha,true,true,205418,37,0,75000,0,2141.33,"5",2022-11-12 19:23:58.182
cl8poyht30799i2e5zqbxfr3t,TREND MUZIK🎵,🎵 ASaloмaleyĸυм хυѕн ĸelιвѕιz. Eng ѕo'ngι хιт мυѕιclar вιzda 🌚🖤  ❃▪️ #Rap  ℳυsιC❃▪️ #Remix ❃▪️ #Club ℳυsιC❃▪️ #Bass  @Qoshiq_JoylashAdmin vs Rek: @TM_creator Kanalimizdagi stavka reklamalarga ishonmanglar Online Magazin✅: @Arzon_Magazins,//static10.tgstat.ru/channels/_0/af/af4b1c7e4e73ec3f7352c834050f1ff7.jpg,https://t.me/TREND_MUSIKALAR_XITMUZ_NASHIDALA,true,true,204780,3,0,5729,0,533.33,"5",2022-11-12 19:23:58.182
cl8poyhtb0811i2e5fzm956o1,SALATLAR 🥗 TO'RTLAR,Reklama uchun: @Gold_Adminman© KELINCHAKHD🎂 #Ретцепт🥗 #Салатлар🎀 #ТаомларO'zingiz pishirgan taomlarni adminga yuboringBiz kanalga joylaymiz ✔️,//static4.tgstat.ru/channels/_0/d2/d24cc051acd29cdd7a1b4e8bbb4682ad.jpg,https://t.me/TAOMLAR_SALATLAR_TORTLAR,true,true,204525,3,60,6089,0,0.0,"15",2022-11-12 19:23:58.182
cl8poyhtj0823i2e52jjcr3am,AXBOROT LIVE | Расмий канал,"Axborot Live каналида сиз кун давомида:

📌Энг сўнги янгилиелар;
🇺🇿Ўзбекистон янгиликлари;
🎥Энг зўр видеолар;
✍️Президентнинг сўнги қарорлари;
⚽️Спорт ва футбол янгиликлари:

💰Реклама 👇

@uzbek_great

.

.

.


.

.

.

.",http://75.119.148.52/358027cba608f0ab5f11747cf2b020cd8cfe96b0.jpg,https://t.me/axborot_shopirlar,true,true,203058,9,83,18009,0,1560.0,"5",2022-11-12 19:23:58.182
cl8poyhtr0835i2e58cl1247a,NAMANGAN TELEFON BOZOR,"📱Namangandagi ENG KATTA VA OMMABOP telefon bozor kanaliga xush kelibsiz


👨‍💻E’lon berish uchun 
👉  @Telefon_agenti ga yozing



Каналимиз просмотри(кýришлар сони) хақиқий


🔖 Тижорий хамкорлик учун: @Vodiy_Menejeri",https://data-img.socialjet.pro/b7b23e1725d020784ef052f0da5e749ec08ccfca.jpg,https://t.me/NAMANGAN_TELEFON_BOZOR_TELFON,true,true,202101,2,0,4984,0,0.0,"18",2022-11-12 19:23:58.182
cl8poyhtz0849i2e5oxn3b12i,QUVA YANGILIKLAR | КУВАЛИКЛАР,Сиз Кувадаги энг йирик ва энг зўр каналидасиз👍😎Енг сўнги янгиликлар шу каналда кейин бошка каналларда👌Реклама нархлари👉 @quvaa_reklamaТезкор янгиликларни бизга юборинг👉 @HAZRAT_N1Тел: +998 33 889 98 98,//static3.tgstat.ru/channels/_0/45/459ad01baee40fd96190816d49fe4999.jpg,https://t.me/quvaliklar_quvalilar,true,true,201422,2,0,4616,0,1941.33,"8",2022-11-12 19:23:58.182
cl8poyhu70861i2e5dga1cec5,Басс Музыка 🎶🔥,Eng So'ngi XiT Taronalar🎵 Video🎥 va Rasmlar 📸 Tashaladigan Kanalga Xush Kelibsiz 🌚👇Bass Music 🔊🔥TiK ToK Trend Music💥🎵Uzbek music 🇺🇿 🎵Turk music 🇹🇷🎵Russian music 🇷🇺🎵 Reklama uchun: @Menedjer_010,//static10.tgstat.ru/channels/_0/46/466f41af1b09b034fc3d9b5224fb3cd6.jpg,https://t.me/Bassmusic_vorovskoy_gudok,true,true,200083,3,76,5117,0,1493.33,"2",2022-11-12 19:23:58.182
cl8poyhug0873i2e5fhg1bksr,👰🏻 KELINCHAKHD ❤️,Reklama: @Gold_AdminmanTelegramdagi @KELINCHAKHD 👰rasmiy kanali 👗Milliy va Zamonaviy Liboslar✂️Tikuvchi ijodlari💕Biz bilan aslo zerikmaysiz✔️🗓 Yaratilgan Sana: 8.08.2019 Yil !© KELINCHAKHD,//static6.tgstat.ru/channels/_0/6c/6c82b11589e1e8d2ed2d33c81f1cd9b1.jpg,https://t.me/modalar_kelinchak_fasonlar_yozgi,true,true,198436,3,0,6140,0,0.0,"19",2022-11-12 19:23:58.182
cl8poyhur0887i2e5seeackii,Xorazmliklar | Расмий канал,"Xorazm viloyatidagi birinchi raqamli eng katta va eng ommabop axborotlarni yetkazib boruvchi @Xorazmliklar kanaliga xush kelibsiz!

🔹 Instagram.com/XorazmliklarUz
🌐 www.Xorazmliklar.uz

📩 Xabar yuborish: @Xorazmlik_Bot

💰Reklama uchun: @iKhorezm",http://75.119.148.52/030c07d78830eeca2ea39609b3e7b484059fe7a5.jpg,https://t.me/xorazmliklar,true,true,198160,26,0,50842,0,356.0,"5",2022-11-12 19:23:58.182
cl8poyhv00899i2e51glwsxpd,JIZZAXLIKLAR🇺🇿,"✅Jizzaxda eng katta,birinchi,ommabop vayagona rasmiy kanalwww.jizzax.uzTezkor xabarlar,Yangi videolar.Reklama pullik👉 @JizzaxReklama_botGuvohnoma №921631Instagram.com/Jizzaxliklar Hamkor@JIZZAXBOZOR",//static10.tgstat.ru/channels/_0/7b/7be4dfa900b03d8e33b761d1e0663475.jpg,https://t.me/Jizzax,true,true,197568,26,0,52117,0,0.0,"4",2022-11-12 19:23:58.182
cl8poyhv90911i2e53qyn0i8t,TIK TOK VIDEOLAR,Prikol Videolar😂Tik Tok Videolar😁YoTube Videolar😍Instagram Videolar😲Eng sara videolar📽🎵Bizning kanalda barchasiProsmotr va Glabaldan tushurvchi nakrutka o‘rgani Hudoga soldim ilohim,//static1.tgstat.ru/channels/_0/c1/c16330754fe0e205cb83841b656a92cf.jpg,https://t.me/Tik_Tok_Videolar_Prikollar_Kulgu,true,true,197437,2,0,4926,0,0.0,"3",2022-11-12 19:23:58.182
cl8poyhvi0923i2e55u24civ1,Jizzaxliklar | Жиззахликлар,"Сиз телеграмдаги БИРИНЧИ ва РАСМИЙ бўлган «ЖИЗЗАХЛИКЛАР» каналидасиз❗

🌐 Жиззахдаги бўлаётган турли хабарлардан ҳамда энг сўнги янгиликлардан хабардор бўлинг!

Барча хуқуқлар химояланган - All Rights Reserved❗

РЕКЛАМА учун : @JIZZAX_MANAGER",https://data-img.socialjet.pro/1b1815c8c530273967627f68f6909f9d413505f1.jpg,https://t.me/Jizzaxliklar_Info_Paxtakor_Zomin,true,true,196627,3,0,6660,0,373.33,"4",2022-11-12 19:23:58.182
cl8poyhvz0935i2e534kloisz,👗 MODALAR 👗KO'YLAKLAR,👸𝑬𝒏𝒈 𝒔𝒐'𝒏𝒈𝒊 𝒇𝒂𝒔𝒐𝒏𝒍𝒂𝒓 𝒛𝒂𝒎𝒐𝒏𝒂𝒗𝒊𝒚 𝒎𝒐𝒅𝒂𝒍𝒂𝒓 𝒆𝒏𝒈 𝒔𝒐'𝒏𝒈𝒊 𝒛𝒂𝒎𝒐𝒏𝒂𝒗𝒊𝒚 𝒌𝒆𝒍𝒊𝒏 𝒌𝒐'𝒚𝒍𝒂𝒌𝒍𝒂𝒓 🅚︎Reklama: @Gold_Adminman,//static10.tgstat.ru/channels/_0/a1/a11cc95dfb79c404bff8652302a197b6.jpg,https://t.me/Fasonlar_Modalar_Kuylaklar_Kuzgi,true,true,196531,5,59,8893,0,0.0,"19",2022-11-12 19:23:58.182
cl8poyhw70947i2e5vyj154ps,TOSHKENT 24 | TEZKOR XABARLARI,"TOSHKENT24 - Hududdagi eng tezkor yangiliklar va videolar yetkazib beruvchi birinchi raqamli kanalga xush kelibsiz!

⚡Reklama xizmat: @ReklamaAgent_Info

📩 Xabar yuborish: @ReklamaAgent_Info",https://data-img.socialjet.pro/7de7bf1895d1c5b02986c383e8201b65eaf9c50a.jpg,https://t.me/Toshkent,true,true,196224,48,0,95130,0,5386.67,"2",2022-11-12 19:23:58.182
cl8poyhwf0959i2e5l45c0acw,Dunyoda,Javobini bilish uchun kanalimizga aʼzo boʻling Reklama uchun 👇https://t.me/sifatliuz,//static10.tgstat.ru/channels/_0/19/19c7fe69b8f786e7b4534bc093aee2da.jpg,https://t.me/dunyoda_qiziqarli_videolar,true,true,195909,16,0,30460,0,1493.33,"",2022-11-12 19:23:58.182
cl8poyhwo0971i2e5fk9cn7cj,AFGANA MUZ🇦🇫,🖤  Eng ѕo'ngι хιт мυѕιclar olaмιga хυѕн ĸelιвѕιz 🥀Xaммaѕι oldιnda 😅 ѕaвr...❤️𖤓 хιт мυѕιc 2022+𖤓 мooмвaн мυѕιc𖤓 rυѕѕιan мυѕιc𖤓 вaѕѕ мυѕιc 𖤓 reмιх мυѕιc𖤓 clυв мυѕιc💰 adмιn: @txt_paderjka@Social_Energy_UZ Jadval http://tg.segroup.me,//static4.tgstat.ru/channels/_0/ff/ffaaeee8c03b3ee229f133e51446da8d.jpg,https://t.me/Bass_music_Trend_muz_Afgana_muz,true,true,194687,14,0,26366,0,3360.0,"4",2022-11-12 19:23:58.182
cl8poyhwx0983i2e55pdrju1p,TREND MUZIC🎵,Assalomu Alaykum azizlar! Kanalimizni kuzatib boring.🎵 Sizlar uchun eng xit qo'shiqlarni taqdim etamiz.CREATOR: @my_safarovReklama: @REK_MEGA,//static4.tgstat.ru/channels/_0/83/833579eb7d6f7c3fc75a7cddfa16d96e.jpg,https://t.me/UZBEKCHA_QOSHIQLAR_QUSHIQLAR,true,true,194665,2,0,4300,0,0.0,"5",2022-11-12 19:23:58.182
cl8poyhx50995i2e5xhl1fubs,🎧TARONAM_UZ MUSIQALAR,🎧Eng sara xit taronalar🎬Video Premyeralar✅Birinchi bizda 😉🔴YouTube: http://youtube.com/TaronamUz🔴Instagram: http://instagram.com/TaronaM.Uz💻Reklama Uchun 👉 @TaronaM_Reklama,//static6.tgstat.ru/channels/_0/7f/7fedccb8ccfca549b665e034572f733d.jpg,https://t.me/TaronaM_Uz_Muzika_Reklama_Bassmu,true,true,190429,4,64,8350,0,1866.67,"2",2022-11-12 19:23:58.182
cl8poyhxd1007i2e585nltgu7,со смыслом | сохры | цитаты | языки,"обратно нельзя, поднимаемся выше🖤© souls beat together cоздатель :@distamovреклама: @dpr_media@social_energy график и прайс: tg.seads.meотзывы:@dpr_otzivссылка на канал :t.me/mind_ru",//static2.tgstat.ru/channels/_0/8f/8f4526264883ad72976a4033c74b66d3.jpg,https://t.me/mind_ru,true,true,188391,7,48,13482,0,2666.67,"20",2022-11-12 19:23:58.182
cl8poyhxn1021i2e55qu3z367,Abituriyent | Axborot portali,@Abituriyent | Axborot portalining rasmiy telegram sahifasiga xush kelibsiz!- Biz orqali eng muhim va dolzarb ma'lumotlar bilan tanishib boring.📩 Aloqa: @abituriyent_aloqabot📬 Reklama: https://t.me/+SwAo-YikrkZzu9el,//static2.tgstat.ru/channels/_0/7b/7b8930a04f30524376a403e170ed8d7f.jpg,https://t.me/Abituriyent_DTMuzb_DTM_uz,true,true,187900,18,57,33628,0,0.0,"2",2022-11-12 19:23:58.182
cl8poyhxv1033i2e53ihl6cow,🎥 KAMEDIYA | PRIKOL VIDEOLAR 🌀,😂ПРИКОЛ ВИДЕО😂 ПРИКОЛ АВИДЕО👍 ҚИЗИҚАРЛИ ВИДЕО✅ СЎНГИ ВИДЕОЛАР БИЗДА📣 СИЗ ЭНГ ЗЎР КАНАЛДАСИЗ𝐅𝐀𝐐𝐀𝐓 𝐄𝐍𝐆 𝐒𝐀𝐑𝐀𝐋𝐀𝐑𝐈 𝐒𝐈𝐙𝐋𝐀𝐑 𝐔𝐂𝐇𝐔𝐍Reklama @RESPUBLIKA,//static4.tgstat.ru/channels/_0/fe/feb3be5ff2d72ba4e2f2d93546c4ba63.jpg,https://t.me/kamediya_prikol_videolar_kulgu,true,true,187359,3,0,5713,0,0.0,"3",2022-11-12 19:23:58.182
cl8poyhy41045i2e5a7yfp1as,TRANSFERLAR 2022 🇺🇿 (Rasmiy kanal),Telegram tarmog'ida 🌐Dunyo Futbol ♻Transfer yangiliklarini yoritib boruvchi O'rta Osiyodagi eng katta #Rasmiy kanal ✅💰Reklama uchun👇@BEST_CHANNELS24Reklama: @Social_Energy_UZ Jadval va narx: tg.segroup.me?uz 🔝INSHAOLLOH: 300K,//static6.tgstat.ru/channels/_0/e0/e0535fb571c3a5fc2fcb21e4c135e03b.jpg,https://t.me/Transferlar_Transferlarhd,true,true,187240,5,0,9402,0,1866.67,"7",2022-11-12 19:23:58.182
cl8poyhyd1057i2e54op78r9k,UZBEK - GOLD,"Reklama: @Reklama_Narxlaruz 
реклама учун бошқа админ йўқ

Энг сўнгги тезкор ва қизиқарли янгиликлар канали. Телевизорда кўрсатилмайдиган махфий хабарлар фақат бизда!🔥

Админ @gold_adminbot",https://data-img.socialjet.pro/043653559ac2260357b0ea8b649b46436075bc3d.jpg,https://t.me/Uzbek_goldw,true,true,186535,16,82,30329,0,1573.33,"2",2022-11-12 19:23:58.182
cl8poyhym1069i2e51fw44g3y,Rustamjon domla maruzalari,"Балиқчи тумани ""Оқ қўрғон"" жомеъ масжиди имом-хатиби Рустамжон домланинг телеграм канали Мухлислар Томонидан Очилган КаналМасжид қурилишига: +998979987200 Бу каналда Рустамжон Домлани Енг Янги Марузалари бериб борилади!",//static2.tgstat.ru/channels/_0/d3/d3ecc1b27de7119e2e98e98c156af544.jpg,https://t.me/Rustamjon_domla_namoz_quronuz,true,true,186158,6,0,10802,0,0.0,"8",2022-11-12 19:23:58.182
cl8poyhyu1081i2e5i6fe5pli,SAMARQANDLIKLAR 🇺🇿,"","",https://t.me/Samarqand_Samarkand,true,true,184655,0,0,0,0,746.67,"",2022-11-12 19:23:58.182
cl8poyhzb1105i2e5e7dyxofb,Расулуллоҳ Ошиқлари,Росулуллоҳ (салоллоҳу алайҳи васаллам) Ошиқлари учун очилган канал. Ислом динини биргаликда ўрганамиз...☝️🏼Ақидамиз: Аҳли сунна вал-жамоъа☝️🏼Мазҳабимиз: Ҳанафий📌 Реклама: @Muslikh_uz,//static10.tgstat.ru/channels/_0/c6/c68850dada38df480afc8284f4017bd2.jpg,https://t.me/RosulullohOshiqlari,true,true,184316,6,68,11946,0,0.0,"8",2022-11-12 19:23:58.182
cl8poyhzk1117i2e5qtas22aa,Music 2022 🎶,"🎶 Telegram, TikTok va Instagramdagi eng so'ngi Trend muzikalar faqat bizning kanaldan topasiz!🔥 Kuzating bizda atmosfera siz kutgandik!ㅤㅤ👤 Murojaat uchun: @Menejer_24ㅤㅤㅤㅤㅤㅤㅤㅤ",//static8.tgstat.ru/channels/_0/ee/ee8d94342756c6162f2ceea90258bc5e.jpg,https://t.me/MUSIC_TARONALAR_ZAKAZ_QO_SHIQLAR,true,true,184269,6,0,11233,0,3333.33,"4",2022-11-12 19:23:58.182
cl8poyhzr1129i2e55wzrjr4x,ZAMON Yangiliklari,Murojaat: @ZYUZBEK_BOTReklama uchun: @Sizdan_Xabar,//static4.tgstat.ru/channels/_0/ca/cacb88f0acb5915dfcb91cbe5dbeb761.jpg,https://t.me/ZamonYangiliklar_Samarqand,true,true,182941,9,71,17333,0,0.0,"4",2022-11-12 19:23:58.182
cl8poyhzy1141i2e58ryler58,Нишондаги гаплар,"Бироз танқид, бироз киноя, бироз ибрат ва бироз кулги... Нишонига, албатта, урамиз!

#танқид, #киноя, #ибрат, #кулги

Реклама хизмати: @barakali_reklama_xizmati

Лойиҳамиз: @jaydari_hazillar",http://75.119.148.52/14ce2eebb5fb65a7bb14050ff4fc84de22abd4a3.jpg,https://t.me/nishondagi_gaplar_tegadi,true,true,182491,27,0,50140,0,3200.0,"13",2022-11-12 19:23:58.182
